"image","cafeName","cafeAddress","rating","PRICE_RANGE","CUISINES","Special_Diets","Meals","FEATURES"
"","Teman Baik Kopi","Jl. Ki Ageng Manggir No. 1 Penumping, Laweyan, Solo 57141 Indonesia","","","Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/19/83/53/14/ice-cream.jpg","Eiffel Ice Cream & Resto","Jl. Ahmad Yani No.29, Purworejo 54151 Indonesia","5.0 ","","","","Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/1a/87/65/45/lokasi-jl-kelud-raya.jpg","Digi Steamboat and Yakiniku","Jl. Kelud Raya No.88, Semarang 50237 Indonesia","5.0 ","","Japanese, Seafood, Thai, Grill, Healthy","","Lunch, Dinner",""
"","Notabene Bistro & Coffee","Jl. Sri Gading II No.16 Mangkubumen, Banjarsari, Solo 57139 Indonesia","5.0 ","","International, Asian, Indonesian","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/23/38/8c/dc/logo.jpg","Danish Micro Roastery x MAP Coffee","Jl. Getas Raya Dusun V, Jaten, Karanganyar 57731 Indonesia","5.0 ","$10,000 - $45,000","Asian, Indonesian","","Breakfast, Lunch, Dinner, Drinks","Delivery, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Highchairs Available, Full Bar, Digital Payments, Cash Only, Free Wifi, Family style"
"https://media-cdn.tripadvisor.com/media/photo-s/15/f5/24/7b/rm-adem-ayem.jpg","RM Adem Ayem","Jl. Slamet Riyadi no. 342, Solo Indonesia","4.0 ","$1 - $2","Asian, Indonesian","Vegetarian Friendly, Vegan Options, Halal","Breakfast, Lunch, Dinner, Brunch","Takeout, Reservations, Seating, Parking Available, Highchairs Available, Table Service"
"https://media-cdn.tripadvisor.com/media/photo-s/05/bf/71/d9/fire-club.jpg","Fire Club Restaurant & Discotheque","Jl. Hos Cokroaminoto no. 146, Madiun Indonesia","5.0 ","","American","","Breakfast, Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/1c/4f/a4/85/pasar-ndelik.jpg","Puri Mataram Resto & Wahana Wisata","55511 Indonesia","5.0 ","","","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/0f/cc/8b/eb/choco-lava-cake-taste.jpg","Coconuts Resto And Cafe","Jl. Yos Sudarso No.361 Danukusuman, Serengan, Solo 57552 Indonesia","4.0 ","$21,000 - $98,000","Italian, French, European, Asian, Indonesian","","Lunch, Dinner, Brunch","Parking Available, Free Wifi, Accepts Credit Cards, Family style"
"https://media-cdn.tripadvisor.com/media/photo-s/0f/c9/18/34/img-20170706-070901-largejpg","Alam Indah Restaurant","Jl. Dr. Setiabudi No. 12 - 14, Semarang 50127 Indonesia","3.5 ","","Asian, Indonesian, Seafood","","Dinner","Reservations"
"https://media-cdn.tripadvisor.com/media/photo-s/1a/33/ec/8f/gyo-sushi-grill-japanese.jpg","Gyo Sushi & Grill Japanese Restaurant","Jl. Sisingamangaraja No.19C Wonotingal, Candisari, Semarang 50232 Indonesia","4.0 ","","Japanese, Japanese Fusion","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/1b/2f/54/e6/2.jpg","Tengkleng & Kambing Bakar Dapur Al-Bar","Jl. Kertinegara Lengkong, Wonosari, Kebumen 54317 Indonesia","5.0 ","","","","Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-w/1b/32/d4/f8/cozy-place.jpg","Bake Up Bakery & Cafe","Jl. Wr. Supratman No.70 Gisikdrono, Semarang 50149 Indonesia","5.0 ","","","","",""
"https://media-cdn.tripadvisor.com/media/photo-s/05/0b/6a/80/pisan-very-tasty-a-great.jpg","Lotus Coffee & Resto","Jl. Hasanuddin no. 132 Sidomukti, Kumpulrejo, Argomulyo, Salatiga 50724 Indonesia","3.5 ","","Asian, Indonesian","","Breakfast, Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/16/c2/4f/7a/the-interior.jpg","Pecel Madiun Laris Manis","Jln. Siwalan Kerten, Laweyan, Solo 57143 Indonesia","4.0 ","","Asian, Indonesian","Vegetarian Friendly","Lunch, Breakfast, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/0f/db/7f/f3/img-20170712-wa0036-largejpg","Nasi Ayam Bu Wido","Jl. Gajah Mada, Semarang Indonesia","4.5 ","","Indonesian, Asian","Halal","Lunch, Dinner","Takeout, Seating"
"https://media-cdn.tripadvisor.com/media/photo-s/11/c6/a7/4a/20171227-172019-largejpg","Chanadia Cipta Rasa","Jln. Erlangga Barat VII 14, Semarang 50241 Indonesia","3.5 ","","Asian, Indonesian, Japanese","","Breakfast, Lunch, Dinner",""
"https://media-cdn.tripadvisor.com/media/photo-s/1c/d4/d6/36/tempat-strategis.jpg","Penyetan Sahabat Rasa&kedai Kopi Amira","Jl Sudirman27 Barat Tasiun Kedung Jenar, Blora Indonesia","5.0 ","","Fast Food","","",""
"https://media-cdn.tripadvisor.com/media/photo-o/0d/a6/f6/48/suasana.jpg","Bakmi Keriting Bangka","Jln. Wotgandul Barat 35 (next to Kebon Dalem Senior High School), Semarang 50137 Indonesia","3.5 ","","Asian, Indonesian","","",""
